from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue
tt0086066,The Outsiders,1983.0,91,7.0,103325,10000000,33697647
tt0086129,Porky's II: The Next Day,1983.0,98,5.0,13104,6500000,54959266
tt0086154,Psycho II,1983.0,113,6.6,33001,5000000,34725000
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983.0,131,8.3,1156942,32350000,572700000
tt0086197,The Right Stuff,1983.0,193,7.8,67005,27000000,21500000
tt0086200,Risky Business,1983.0,99,6.8,103675,6200000,63541777
tt0086205,Romantic Comedy,1983.0,103,5.3,1052,10000000,6857733
tt0086216,Rumble Fish,1983.0,94,7.1,39491,10000000,2494480
tt0086250,Scarface,1983.0,170,8.3,956158,25000000,66023329
tt0086264,Screwballs,1983.0,80,4.6,3907,800000,2082215
tt0086320,Sleepaway Camp,1983.0,84,6.2,40687,350000,11000000
tt0086325,Smokey and the Bandit Part 3,1983.0,85,3.5,9982,9000000,7000000
tt0086336,Something Wicked This Way Comes,1983.0,95,6.7,11228,20000000,8400000
tt0086346,Spacehunter: Adventures in the Forbidden Zone,1983.0,90,5.5,6924,15000000,16478265
tt0086356,The Star Chamber,1983.0,109,6.4,8021,8000000,5555305
tt0086379,Stroker Ace,1983.0,96,4.9,4469,14000000,11400000
tt0086393,Superman III,1983.0,125,5.0,77254,39000000,80200000
tt0086429,Testament,1983.0,90,6.9,7505,1500000,2044892
tt0086450,To Be or Not to Be,1983.0,107,6.9,12408,9000000,13030214
tt0086465,Trading Places,1983.0,116,7.5,173597,15000000,90404800
tt0086491,Twilight Zone: The Movie,1983.0,101,6.4,42834,10000000,29450920
tt0086508,Uncommon Valor,1983.0,105,6.3,12183,11000000,30503151
tt0086525,Valley Girl,1983.0,99,6.4,19589,350000,17343596
tt0086541,Videodrome,1983.0,87,7.2,107898,5952000,2120439
tt0086567,WarGames,1983.0,114,7.1,115671,12000000,124600000
tt0086617,The Year of Living Dangerously,1982.0,115,7.1,23766,6000000,1300000
tt0086837,2010: The Year We Make Contact,1984.0,116,6.7,59150,28000000,40400000
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,103,6.2,30888,17000000,6254148
tt0086879,Amadeus,1984.0,160,8.4,445706,18000000,90007557
tt0086927,Bachelor Party,1984.0,105,6.3,43628,6000000,38435947
tt0086960,Beverly Hills Cop,1984.0,105,7.4,222748,14000000,316360478
tt0086973,Blame It on Rio,1984.0,100,5.8,12541,9000000,18644570
tt0086979,Blood Simple,1984.0,99,7.5,109307,1500000,4229114
tt0086984,Body Double,1984.0,114,6.8,41896,10000000,8801940
tt0086987,Bolero,1984.0,105,3.0,6238,7000000,8914881
tt0086993,The Bounty,1984.0,132,7.0,32609,25000000,8613462
tt0087032,Cannonball Run II,1984.0,108,5.1,18111,20000000,56278073
tt0087050,Children of the Corn,1984.0,92,5.6,59780,800000,14568989
tt0087062,City Heat,1984.0,97,5.5,11294,25000000,38348988
tt0087075,The Company of Wolves,1984.0,95,6.6,19634,2000000,4389334
tt0087078,Conan the Destroyer,1984.0,103,5.9,87549,18000000,31042035
tt0087182,Dune,1984.0,137,6.3,187124,40000000,30982607
tt0087277,Footloose,1984.0,107,6.6,97375,8200000,80035402
tt0087298,Friday the 13th: The Final Chapter,1984.0,91,6.0,62491,2200000,32981717
tt0087332,Ghostbusters,1984.0,105,7.8,468009,30000000,296578797
tt0087363,Gremlins,1984.0,106,7.3,260497,11000000,153083102
tt0087385,Hardbodies,1984.0,88,4.9,4365,1995000,7100000
tt0087428,The Hotel New Hampshire,1984.0,109,5.9,9455,7500000,5100000
tt0087451,The Ice Pirates,1984.0,94,5.6,12260,9000000,14250000
tt0087469,Indiana Jones and the Temple of Doom,1984.0,118,7.5,549605,28000000,333000000
tt0087507,Johnny Dangerously,1984.0,90,6.5,16908,9000000,17000000
tt0087538,The Karate Kid,1984.0,126,7.3,256754,8000000,130442786
tt0087597,The Last Starfighter,1984.0,100,6.7,47798,15000000,28733290
tt0087727,Missing in Action,1984.0,101,5.4,17369,2550000,22812411
tt0087751,Mrs. Soffel,1984.0,110,6.1,3710,11000000,4385312
tt0087781,The Natural,1984.0,138,7.4,53920,28000000,48000000
tt0087799,Night of the Comet,1984.0,95,6.3,25463,3000000,14418922
tt0087800,A Nightmare on Elm Street,1984.0,91,7.4,275920,1800000,57004513
tt0087843,Once Upon a Time in America,1984.0,229,8.3,392294,30000000,5500000
tt0087884,"Paris, Texas",1984.0,145,8.1,130009,1750000,2181987
tt0087892,A Passage to India,1984.0,164,7.3,22061,8000000,27201487
tt0087928,Police Academy,1984.0,96,6.7,142876,4500000,81198894
tt0087951,Protocol,1984.0,96,5.5,5433,12000000,26200000
tt0087981,Razorback,1984.0,95,6.0,8310,5500000,801000
tt0087995,Repo Man,1984.0,92,6.8,43326,1500000,2300000
tt0088011,Romancing the Stone,1984.0,106,6.9,107200,10000000,86572238
tt0088024,Runaway,1984.0,100,5.9,15173,8000000,6770587
tt0088044,Savage Streets,1984.0,93,6.2,5971,1500000,5000000
tt0088117,"Silent Night, Deadly Night",1984.0,79,5.8,20070,1065000,2491460
tt0088128,Sixteen Candles,1984.0,93,7.0,130926,6500000,23686027
tt0088161,Splash,1984.0,111,6.3,85760,8000000,69800000
tt0088170,Star Trek III: The Search for Spock,1984.0,105,6.6,88199,18000000,87000000
tt0088172,Starman,1984.0,115,7.0,54668,22000000,28744356
tt0088206,Supergirl,1984.0,124,4.4,24902,35000000,14296438
tt0088247,The Terminator,1984.0,107,8.1,958296,6400000,78371200
tt0088258,This Is Spinal Tap,1984.0,82,7.9,150852,2500000,4737539
tt0088286,Top Secret!,1984.0,90,7.2,76059,9000000,20500000
tt0088414,The Woman in Red,1984.0,87,6.0,18364,9000000,25300000
tt0088680,After Hours,1985.0,97,7.6,87499,4500000,10609321
tt0088708,American Ninja,1985.0,95,5.5,17504,1000000,10499694
tt0088763,Back to the Future,1985.0,116,8.5,1366464,19000000,381109762
tt0088814,The Black Cauldron,1985.0,80,6.3,42730,25000000,21300000
tt0088846,Brazil,1985.0,132,7.8,215735,15000000,9900000
tt0088847,The Breakfast Club,1985.0,97,7.8,453659,1000000,51525171
tt0088889,Cat's Eye,1985.0,94,6.3,29148,7000000,13100000
tt0088930,Clue,1985.0,94,7.3,115189,15000000,14643997
tt0088939,The Color Purple,1985.0,154,7.7,100448,15000000,146300000
tt0088944,Commando,1985.0,90,6.7,180677,10000000,57500000
tt0088979,D.A.R.Y.L.,1985.0,99,6.3,14483,10000000,7840873
tt0089017,Desperately Seeking Susan,1985.0,104,6.1,27346,4500000,27399597
tt0089092,Enemy Mine,1985.0,108,6.8,53037,40000000,12300000
tt0089155,Fletch,1985.0,98,6.9,59332,8000000,59612888
tt0089173,Friday the 13th: A New Beginning,1985.0,92,4.8,46438,2200000,21930418
tt0089175,Fright Night,1985.0,106,7.0,83704,9000000,24922237
tt0089200,Ghoulies,1984.0,81,4.2,10815,5500000,35000000
tt0089218,The Goonies,1985.0,114,7.7,310756,19000000,61389680
tt0089243,Gymkata,1985.0,90,4.4,4782,8500000,5730596
tt0089348,Invasion U.S.A.,1985.0,107,5.5,11861,12000000,17536256
tt0089360,Jagged Edge,1985.0,108,6.5,17695,15000000,40500000
tt0089370,The Jewel of the Nile,1985.0,106,6.1,64151,25000000,96800000
tt0089393,Just One of the Guys,1985.0,100,6.5,18883,11500000,11528900
tt0089421,King Solomon's Mines,1985.0,100,5.2,15559,12500000,15057465
tt0089424,Kiss of the Spider Woman,1985.0,120,7.3,18113,1250000,17000000
tt0089457,Ladyhawke,1985.0,121,6.9,53047,20000000,18432000
tt0089461,The Last Dragon,1985.0,109,6.8,18514,10000000,25754284
tt0089469,Legend,1985.0,94,6.3,75556,24500000,15502112
tt0089489,Lifeforce,1985.0,101,6.1,31736,25000000,11603545
tt0089504,Lost in America,1985.0,91,7.0,10689,4000000,10179000
tt0089530,Mad Max Beyond Thunderdome,1985.0,107,6.2,157525,10000000,36230219
tt0089603,Mishima: A Life in Four Chapters,1985.0,120,7.9,15121,5000000,502758
tt0089670,National Lampoon's European Vacation,1985.0,95,6.2,73666,17000000,49364621
tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge,1985.0,87,5.5,81413,3000000,29999213
tt0089730,Once Bitten,1985.0,94,5.6,18079,3200000,10000000
tt0089755,Out of Africa,1985.0,161,7.1,89059,31000000,227514205
tt0089791,Pee-wee's Big Adventure,1985.0,91,7.0,60844,6000000,40900000
tt0089822,Police Academy 2: Their First Assignment,1985.0,87,5.8,61103,7600000,55600000
tt0089826,Porky's Revenge,1985.0,92,4.8,9483,9000000,20518905
tt0089853,The Purple Rose of Cairo,1985.0,82,7.7,56720,15000000,10631333
tt0089885,Re-Animator,1985.0,84,7.1,74483,900000,2023414
tt0089886,Real Genius,1985.0,108,6.9,38882,8000000,12952019
tt0089893,Red Sonja,1985.0,89,5.1,46134,17900000,6948633
tt0089907,The Return of the Living Dead,1985.0,91,7.3,72991,4000000,14241310
tt0089908,Return to Oz,1985.0,113,6.7,32208,25000000,11137801
tt0089927,Rocky IV,1985.0,91,6.9,234108,31000000,300473716
tt0089945,Rustlers' Rhapsody,1985.0,88,6.4,2635,5500000,6090497
tt0089961,Santa Claus,1985.0,107,6.3,16509,50000000,23717291
tt0090021,Silver Bullet,1985.0,95,6.4,33377,7000000,12400000
tt0090022,Silverado,1985.0,133,7.2,51788,23000000,32192570
tt0090056,Spies Like Us,1985.0,102,6.4,54230,22000000,60088980
tt0090103,The Sure Thing,1985.0,95,7.0,22829,4500000,18135531
tt0090142,Teen Wolf,1985.0,91,6.1,62485,1200000,80000000
tt0090190,The Toxic Avenger,1984.0,82,6.2,33882,500000,800000
tt0090196,Transylvania 6-5000,1985.0,93,5.0,8829,3000000,7200000
tt0090264,A View to a Kill,1985.0,131,6.3,108030,30000000,152427960
tt0090305,Weird Science,1985.0,94,6.6,101364,7500000,38934048
tt0090327,Witchboard,1986.0,98,5.7,8746,2000000,7369373
tt0090357,Young Sherlock Holmes,1985.0,109,6.8,24115,18000000,63700000
tt0090583,About Last Night,1986.0,113,6.3,18240,8500000,38702310
tt0090605,Aliens,1986.0,137,8.4,804013,18500000,183316455
tt0090633,An American Tail,1986.0,80,6.9,59736,9000000,84542002
tt0090660,Armed and Dangerous,1986.0,88,5.7,13158,12000000,15945534
tt0090728,Big Trouble in Little China,1986.0,99,7.2,159816,25000000,11102672
tt0090738,Black Widow,1987.0,102,6.4,11432,10500000,25205460
tt0090756,Blue Velvet,1986.0,120,7.7,229820,6000000,8636706
tt0090856,Club Paradise,1986.0,96,5.1,7232,15000000,12308521
tt0090859,Cobra,1986.0,87,5.8,82286,25000000,49042224
tt0090886,Crimes of the Heart,1986.0,105,6.3,4632,20000000,22905522
tt0090887,Critters,1986.0,86,6.1,41042,2000000,13167232
tt0090966,Down and Out in Beverly Hills,1986.0,103,6.2,20650,14000000,62134225
tt0091042,Ferris Bueller's Day Off,1986.0,103,7.8,400408,6000000,70100000
tt0091055,Firewalker,1986.0,105,5.1,8206,8000000,11949484
tt0091059,Flight of the Navigator,1986.0,90,6.9,53201,9000000,18564613
tt0091064,The Fly,1986.0,96,7.6,213030,15000000,60629159
tt0091080,Friday the 13th Part VI: Jason Lives,1986.0,86,6.0,54003,3000000,19472525
tt0091083,From Beyond,1986.0,85,6.6,33029,4500000,1261000
tt0091129,The Golden Child,1986.0,94,6.0,61403,25000000,79817939
tt0091178,Haunted Honeymoon,1986.0,82,5.7,8389,13000000,8000000
tt0091187,Heartbreak Ridge,1986.0,130,6.8,50046,15000000,42700000
tt0091203,Highlander,1986.0,116,7.0,152188,19000000,12900000
tt0091209,The Hitcher,1986.0,97,7.2,55771,6000000,5844868
tt0091217,Hoosiers,1986.0,114,7.4,53757,9000000,28600000
tt0091223,House,1985.0,93,6.1,31284,3000000,19444631
tt0091225,Howard the Duck,1986.0,110,4.8,52616,37000000,38000000
tt0091276,Invaders from Mars,1986.0,100,5.5,11258,12000000,4884663
tt0091278,Iron Eagle,1986.0,117,5.5,16539,18000000,24159872
tt0091306,Jumpin' Jack Flash,1986.0,105,5.9,21208,18000000,29844101
tt0091369,Labyrinth,1986.0,101,7.3,156449,25000000,12729917
tt0091396,Legal Eagles,1986.0,116,6.0,12588,40000000,93151591
tt0091419,Little Shop of Horrors,1986.0,94,7.1,90136,25000000,38800000
tt0091445,Lucas,1986.0,100,6.9,18098,6000000,8200000
tt0091472,The Manhattan Project,1986.0,117,6.1,7114,18000000,3900000
tt0091474,Manhunter,1986.0,120,7.2,86120,150000000,8620929
tt0091499,Maximum Overdrive,1986.0,98,5.4,37778,10000000,7400000
tt0091530,The Mission,1986.0,125,7.4,68047,24500000,17200000
tt0091541,The Money Pit,1986.0,91,6.4,64446,10000000,54999651
tt0091557,The Mosquito Coast,1986.0,117,6.6,32204,25000000,14302779
tt0091575,Murphy's Law,1986.0,100,5.9,6937,6000000,9947631
tt0091605,The Name of the Rose,1986.0,130,7.7,122006,18000000,77200000
tt0091630,Night of the Creeps,1986.0,88,6.7,27362,5000000,591366
tt0091635,9½ Weeks,1986.0,117,5.9,45176,17000000,6740470
tt0091671,From a Whisper to a Scream,1987.0,99,5.7,3163,1100000,1400000
tt0091707,The Outing,1987.0,87,5.1,2446,2000000,1083395
tt0091738,Peggy Sue Got Married,1986.0,103,6.4,42385,18000000,41382841
tt0091757,Pirates,1986.0,121,6.0,9773,40000000,1641825
tt0091778,Poltergeist II: The Other Side,1986.0,91,5.7,31427,19000000,40996665
tt0091790,Pretty in Pink,1986.0,97,6.7,91926,9000000,40471663
tt0091799,Psycho III,1986.0,93,5.5,17335,8400000,14481606
tt0091828,Raw Deal,1986.0,106,5.6,39214,8500000,16209459
tt0091860,River's Edge,1986.0,99,6.9,21885,1900000,4600000
tt0091877,Ruthless People,1986.0,93,6.9,31433,11000000,71600000
tt0091934,Shanghai Surprise,1986.0,97,3.3,5928,17000000,2315683
tt0091939,She's Gotta Have It,1986.0,84,6.8,16880,175000,7137503
tt0091949,Short Circuit,1986.0,98,6.6,68280,10000000,40697761
tt0091954,Sid and Nancy,1986.0,112,7.0,35720,4000000,2826523
tt0091991,Soul Man,1986.0,104,5.3,9432,4500000,35000000
tt0091993,SpaceCamp,1986.0,107,5.7,16264,18000000,9697739
tt0092005,Stand by Me,1986.0,89,8.1,460833,8000000,52300000
tt0092007,Star Trek IV: The Voyage Home,1986.0,119,7.3,93718,21000000,133000000
tt0092076,The Texas Chainsaw Massacre 2,1986.0,101,5.6,40579,4500000,8000000
tt0092086,Three Amigos!,1986.0,104,6.5,87992,25000000,39200000
tt0092099,Top Gun,1986.0,109,7.0,522716,15000000,356830601
tt0092106,The Transformers: The Movie,1986.0,84,7.2,43390,6000000,5860601
tt0092115,Troll,1986.0,82,4.6,12196,1100000,5450815
tt0092147,Vamp,1986.0,93,5.9,7575,3300000,4941117
tt0092226,Wise Guys,1986.0,100,5.6,6563,13000000,8475466
tt0092240,The Wraith,1986.0,93,5.9,20404,2700000,3500000
tt0092548,American Ninja 2: The Confrontation,1987.0,90,5.0,10103,350000,4000000
tt0092563,Angel Heart,1987.0,113,7.2,99229,17000000,17185954
tt0092585,Assassination,1987.0,88,5.2,3892,5000000,6075793
tt0092605,Baby Boom,1987.0,110,6.3,19935,15000000,26712476
tt0092615,The Barbarians,1987.0,87,5.0,5461,4000000,800000
tt0092627,The Bedroom Window,1987.0,112,6.4,7280,8300000,12640385
tt0092644,Beverly Hills Cop II,1987.0,103,6.6,142738,28000000,299965036
tt0092666,Blind Date,1987.0,95,5.9,24928,18000000,39321715
tt0092675,Bloodsport,1988.0,92,6.8,98082,1500000,65000000
tt0092699,Broadcast News,1987.0,133,7.3,35222,20000000,67330500
tt0092718,Can't Buy Me Love,1987.0,94,6.8,43841,1800000,31623833
tt0092796,Creepshow 2,1987.0,92,6.0,29456,3500000,14000000
tt0092804,Cry Freedom,1987.0,157,7.4,14893,29000000,25900000
tt0092890,Dirty Dancing,1987.0,100,7.1,267668,6000000,214577242
tt0092925,Dragnet,1987.0,106,6.0,38514,20000000,66700000
tt0092965,Empire of the Sun,1987.0,153,7.7,137865,35000000,66700000
tt0092974,Ernest Goes to Camp,1987.0,92,5.5,12844,3000000,23509382
tt0092991,Evil Dead II,1987.0,84,7.7,188652,3500000,10900000
tt0093010,Fatal Attraction,1987.0,119,6.9,105056,14000000,320145693
tt0093029,Five Corners,1987.0,90,6.1,4007,5500000,969205
tt0093044,The Fourth Protocol,1987.0,119,6.5,11547,6000000,12423831
tt0093051,From the Hip,1987.0,111,6.1,2728,9000000,9518342
tt0093058,Full Metal Jacket,1987.0,116,8.2,816523,30000000,46357676
tt0093075,The Gate,1987.0,85,6.0,20711,2500000,13539458
tt0093105,"Good Morning, Vietnam",1987.0,121,7.3,159176,13000000,123922370
tt0093177,Hellraiser,1987.0,94,6.9,147010,1000000,14575193
tt0093185,The Hidden,1987.0,97,7.0,24056,5000000,9747988
tt0093278,Ishtar,1987.0,107,4.7,12448,51000000,14375181
tt0093300,Jaws: The Revenge,1987.0,89,3.0,51218,23000000,51881012
tt0093389,The Last Emperor,1987.0,163,7.7,115279,23800000,44000000
tt0093405,Leonard Part 6,1987.0,85,2.2,8793,24000000,4600000
tt0093409,Lethal Weapon,1987.0,109,7.6,285284,15000000,120207127
tt0093418,Like Father Like Son,1987.0,100,5.2,6646,10500000,34377585
tt0093428,The Living Daylights,1987.0,130,6.7,109448,40000000,191185897
tt0093437,The Lost Boys,1987.0,97,7.2,168696,8500000,32222567
tt0093493,Mannequin,1987.0,90,6.0,37532,6000000,42700000
tt0093507,Masters of the Universe,1987.0,106,5.4,46081,22000000,17336370
tt0093512,Maurice,1987.0,140,7.6,25227,2600000,2438304
tt0093560,The Monster Squad,1987.0,82,6.9,36986,12000000,3769990
tt0093565,Moonstruck,1987.0,102,7.2,73190,15000000,122100000
tt0093605,Near Dark,1987.0,94,6.9,47093,5000000,3400000
tt0093624,Night of the Demons,1988.0,90,6.1,20394,1200000,3109904
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987.0,96,6.7,94689,4450000,44793222
tt0093640,No Way Out,1987.0,114,7.1,50614,15000000,35509515
tt0093692,Over the Top,1987.0,93,5.8,62010,25000000,16057580
tt0093693,Overboard,1987.0,112,6.9,71295,22000000,26700000
tt0093748,"Planes, Trains & Automobiles",1987.0,93,7.6,169376,15000000,49500000
tt0093773,Predator,1987.0,107,7.8,473700,15000000,98267558
tt0093779,The Princess Bride,1987.0,98,8.0,463668,16000000,30900000
tt0093822,Raising Arizona,1987.0,94,7.3,155251,6000000,29180280
tt0093870,RoboCop,1987.0,102,7.6,294292,13000000,53424681
tt0093886,Roxanne,1987.0,107,6.6,48823,12000000,40050884
tt0093894,The Running Man,1987.0,101,6.6,173499,27000000,38122105
tt0093980,"Sister, Sister",1987.0,91,5.5,1452,4000000,743445
tt0094008,Someone to Watch Over Me,1987.0,106,6.1,12393,17000000,10278549
tt0094012,Spaceballs,1987.0,96,7.1,213935,22700000,38119483
tt0094025,Stakeout,1987.0,117,6.7,29348,14500000,65673233
tt0094074,Superman IV: The Quest for Peace,1987.0,90,3.7,54951,17000000,36681020
tt0094118,Teen Wolf Too,1987.0,95,3.5,12819,3000000,7900000
tt0094138,Three O'Clock High,1987.0,101,7.1,13714,6000000,3685862
tt0094142,Throw Momma from the Train,1987.0,88,6.3,42367,14000000,57915972
tt0094169,Tough Guys Don't Dance,1987.0,110,4.9,1985,5000000,858250
tt0094226,The Untouchables,1987.0,119,7.8,341311,25000000,76270454
tt0094291,Wall Street,1987.0,126,7.3,169064,15000000,43900000
tt0094332,The Witches of Eastwick,1987.0,118,6.5,80683,22000000,63766510
tt0094602,Above the Law,1988.0,99,6.0,35760,7500000,18869631
tt0094612,Action Jackson,1988.0,96,5.6,13076,7000000,20256975
tt0094631,Alien Nation,1988.0,91,6.3,17125,16000000,32155047
tt0094667,Apartment Zero,1988.0,124,6.8,4341,4000000,670774
tt0094701,Bad Dreams,1988.0,84,5.6,4520,4000000,9797098
tt0094721,Beetlejuice,1988.0,92,7.5,400725,15000000,84554197
tt0094737,Big,1988.0,104,7.3,248939,18000000,151927281
tt0094747,Bird,1988.0,161,7.1,13906,9000000,2000000
tt0094761,The Blob,1988.0,95,6.7,46484,10000000,8247943
tt0094792,Braddock: Missing in Action III,1988.0,103,4.9,7561,9000000,6193901
tt0094812,Bull Durham,1988.0,108,7.0,61408,7000000,50888000
tt0094862,Child's Play,1988.0,87,6.7,123936,9000000,44196684
tt0094898,Coming to America,1988.0,117,7.1,231199,30000000,288752301
tt0094924,A Cry in the Dark,1988.0,120,6.9,11617,15000000,6908797
tt0094947,Dangerous Liaisons,1988.0,119,7.5,77203,14000000,34670720
tt0094961,Dead Heat,1988.0,84,6.1,9637,5000000,3588626
tt0094963,The Dead Pool,1988.0,91,6.3,50607,20000000,37900000
tt0094964,Dead Ringers,1988.0,116,7.2,55980,13000000,8038508
tt0095016,Die Hard,1988.0,132,8.2,984799,28000000,140767956
tt0095031,Dirty Rotten Scoundrels,1988.0,110,7.4,82041,6500000,42000000
tt0095082,Eight Men Out,1988.0,119,7.2,22960,6100000,5700000
tt0095107,Ernest Saves Christmas,1988.0,91,5.7,13568,6000000,28202109
tt0095159,A Fish Called Wanda,1988.0,108,7.5,159060,7500000,188593712
tt0095174,Frantic,1988.0,120,6.8,59522,20000000,17637950
tt0095179,Friday the 13th: The New Blood,1988.0,88,5.2,44650,2800000,19170001
tt0095188,Funny Farm,1988.0,101,6.2,25652,19000000,25537221
tt0095270,Hairspray,1988.0,92,7.0,24276,2000000,6671108
tt0095271,Halloween 4: The Return of Michael Myers,1988.0,88,5.8,61342,5000000,17768757
tt0095294,Hellbound: Hellraiser II,1988.0,97,6.4,58324,3000000,12090735
tt0095304,High Spirits,1988.0,99,5.8,11341,15000000,8500000
tt0095348,I'm Gonna Git You Sucka,1988.0,88,6.6,15657,3000000,13000000
tt0095444,Killer Klowns from Outer Space,1988.0,88,6.2,49209,1800000,43625095
tt0095488,The Lair of the White Worm,1988.0,93,6.1,16535,2500000,1189315
tt0095489,The Land Before Time,1988.0,69,7.4,102589,12500000,84704291
tt0095497,The Last Temptation of Christ,1988.0,164,7.5,65123,7000000,33773585
tt0095583,Maniac Cop,1988.0,85,6.0,21599,1100000,671382
tt0095593,Married to the Mob,1988.0,104,6.2,20701,10000000,21486757
tt0095631,Midnight Run,1988.0,126,7.5,98637,30000000,38413606
tt0095647,Mississippi Burning,1988.0,128,7.8,119117,15000000,34604000
tt0095655,Moonwalker,1988.0,93,6.1,18860,22000000,67000000
tt0095687,My Stepmother Is an Alien,1988.0,105,5.4,28341,20000000,13854000
tt0095690,Mystic Pizza,1988.0,104,6.3,34470,6000000,12793213
tt0095705,The Naked Gun: From the Files of Police Squad!,1988.0,85,7.6,192991,12000000,152356177
tt0095742,A Nightmare on Elm Street 4: The Dream Master,1988.0,93,5.6,64495,6500000,49369899
tt0095776,Oliver & Company,1988.0,74,6.6,54791,31000000,121000000
tt0095863,Phantasm II,1988.0,97,6.4,17279,3000000,7282851
tt0095882,Police Academy 5: Assignment: Miami Beach,1988.0,90,4.6,39455,14000000,19510371
tt0095889,Poltergeist III,1988.0,98,4.7,21486,10500000,14144000
